V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20
0,45712;0,04762;0,0454;0,13049;0,1426;0,58891;0,60065;0,39236;0,39637;0,49824;0,52279;0,38447;0,43169;0,60048;0,59472;0,46258;0,46445;0,45473;0,45407;0
0,46155;0,05766;0,0476;0,10237;0,1305;0,61508;0,58891;0,41828;0,39236;0,52578;0,49824;0,41389;0,38447;0,61347;0,60048;0,46042;0,46258;0,45621;0,45473;0
0,45404;0,04197;0,0577;0,08199;0,1024;0,58556;0,61508;0,39617;0,41828;0,50739;0,52578;0,38919;0,41389;0,58522;0,61347;0,45845;0,46042;0,45722;0,45621;0
0,44149;0,08867;0,0420;0,05148;0,0820;0,52756;0,58556;0,34802;0,39617;0,51053;0,50739;0,41088;0,38919;0,53501;0,58522;0,45571;0,45845;0,45505;0,45722;0
0,44112;0,10157;0,0887;0,03338;0,0515;0,53727;0,52756;0,36085;0,34802;0,53554;0,51053;0,44612;0,41088;0,52430;0,53501;0,45367;0,45571;0,45106;0,45505;0
0,44358;0,09886;0,1016;0,02910;0,0334;0,53192;0,53727;0,34202;0,36085;0,55311;0,53554;0,47208;0,44612;0,52778;0,52430;0,45249;0,45367;0,44836;0,45106;0
0,44038;0,05988;0,0989;0,03217;0,0291;0,54363;0,53192;0,36666;0,34202;0,55718;0,55311;0,48917;0,47208;0,55349;0,52778;0,45153;0,45249;0,44412;0,44836;0
0,44518;0,01749;0,0599;0,03331;0,0322;0,59093;0,54363;0,42975;0,36666;0,55847;0,55718;0,49080;0,48917;0,58816;0,55349;0,45108;0,45153;0,44235;0,44412;0
0,45072;0,04208;0,0175;0,03132;0,0333;0,60705;0,59093;0,43358;0,42975;0,58273;0,55847;0,51587;0,49080;0,60356;0,58816;0,45071;0,45108;0,44420;0,44235;0
0,43915;0,04712;0,0421;0,03607;0,0313;0,56878;0,60705;0,41385;0,43358;0,55846;0,58273;0,49657;0,51587;0,58254;0,60356;0,45018;0,45071;0,44380;0,44420;0
0,43546;0,06258;0,0471;0,04282;0,0361;0,56743;0,56878;0,40602;0,41385;0,55674;0,55846;0,49772;0,49657;0,56366;0,58254;0,44935;0,45018;0,44218;0,44380;0
0,43189;0,08140;0,0626;0,05153;0,0428;0,54462;0,56743;0,36404;0,40602;0,54665;0,55674;0,48717;0,49772;0,53541;0,56366;0,44848;0,44935;0,44048;0,44218;0
0,43472;0,07932;0,0814;0,05607;0,0515;0,53725;0,54462;0,35000;0,36404;0,54966;0,54665;0,48816;0,48717;0,53822;0,53541;0,44764;0,44848;0,43839;0,44048;0
0,43608;0,02476;0,0793;0,05855;0,0561;0,57247;0,53725;0,39397;0,35000;0,55095;0,54966;0,49243;0,48816;0,57344;0,53822;0,44681;0,44764;0,43546;0,43839;0
0,43755;0,01880;0,0248;0,05935;0,0586;0,58657;0,57247;0,40322;0,39397;0,55267;0,55095;0,50015;0,49243;0,59004;0,57344;0,44602;0,44681;0,43514;0,43546;0
0,44075;0,03256;0,0188;0,05829;0,0593;0,60505;0,58657;0,42797;0,40322;0,55761;0,55267;0,49475;0,50015;0,60329;0,59004;0,44537;0,44602;0,43620;0,43514;0
0,44112;0,02722;0,0326;0,05651;0,0583;0,59833;0,60505;0,42837;0,42797;0,56726;0,55761;0,51796;0,49475;0,59995;0,60329;0,44472;0,44537;0,43805;0,43620;0
0,43792;0,01972;0,0272;0,05708;0,0565;0,58590;0,59833;0,39980;0,42837;0,55589;0,56726;0,48884;0,51796;0,58883;0,59995;0,44416;0,44472;0,43869;0,43805;0
0,43583;0,02058;0,0197;0,05679;0,0571;0,57616;0,58590;0,38553;0,39980;0,53702;0,55589;0,45563;0,48884;0,57411;0,58883;0,44334;0,44416;0,43864;0,43869;0
0,43977;0,02002;0,0206;0,04772;0,0568;0,57818;0,57616;0,37568;0,38553;0,55075;0,53702;0,48503;0,45563;0,57304;0,57411;0,44227;0,44334;0,43908;0,43864;0
0,43669;0,01976;0,0200;0,04113;0,0477;0,56878;0,57818;0,37407;0,37568;0,53767;0,55075;0,45383;0,48503;0,57330;0,57304;0,44125;0,44227;0,43827;0,43908;0
0,44161;0,02167;0,0198;0,02480;0,0411;0,59094;0,56878;0,39477;0,37407;0,55933;0,53767;0,48458;0,45383;0,58990;0,57330;0,44025;0,44125;0,43837;0,43827;0
0,44235;0,02811;0,0217;0,01527;0,0248;0,59866;0,59094;0,40523;0,39477;0,58251;0,55933;0,49997;0,48458;0,59713;0,58990;0,43967;0,44025;0,43925;0,43837;0
0,44309;0,02417;0,0281;0,01573;0,0153;0,58993;0,59866;0,39879;0,40523;0,58445;0,58251;0,48221;0,49997;0,59432;0,59713;0,43975;0,43967;0,44070;0,43925;0
0,44211;0,02417;0,0242;0,01593;0,0157;0,59564;0,58993;0,40784;0,39879;0,57843;0,58445;0,46411;0,48221;0,59432;0,59432;0,43980;0,43975;0,44117;0,44070;0
0,44408;0,00579;0,0242;0,01615;0,0159;0,58758;0,59564;0,38975;0,40784;0,58746;0,57843;0,46790;0,46411;0,58602;0,59432;0,43982;0,43980;0,44265;0,44117;0
0,44678;0,01653;0,0058;0,01858;0,0161;0,59295;0,58758;0,38834;0,38975;0,58380;0,58746;0,46411;0,46790;0,59165;0,58602;0,44014;0,43982;0,44368;0,44265;0
0,44235;0,01653;0,0165;0,01749;0,0186;0,57885;0,59295;0,38513;0,38834;0,56641;0,58380;0,43222;0,46411;0,58442;0,59165;0,44000;0,44014;0,44368;0,44368;0
0,44604;0,01903;0,0165;0,01306;0,0175;0,59160;0,57885;0,38934;0,38513;0,59304;0,56641;0,47120;0,43222;0,58763;0,58442;0,43977;0,44000;0,44427;0,44368;0
0,44580;0,01529;0,0190;0,01501;0,0131;0,58556;0,59160;0,39055;0,38934;0,59907;0,59304;0,47713;0,47120;0,58388;0,58763;0,44010;0,43977;0,44501;0,44427;0
0,44863;0,02098;0,0153;0,01733;0,0150;0,58590;0,58556;0,38754;0,39055;0,61025;0,59907;0,49345;0,47713;0,58870;0,58388;0,44076;0,44010;0,44592;0,44501;0
0,44604;0,02045;0,0210;0,01398;0,0173;0,59093;0,58590;0,39899;0,38754;0,60079;0,61025;0,48389;0,49345;0,59178;0,58870;0,44147;0,44076;0,44577;0,44592;0
0,43915;0,03540;0,0204;0,01152;0,0140;0,56207;0,59093;0,37408;0,39899;0,58638;0,60079;0,47186;0,48389;0,56621;0,59178;0,44169;0,44147;0,44513;0,44577;0
0,43989;0,04252;0,0354;0,00967;0,0115;0,56475;0,56207;0,37930;0,37408;0,58509;0,58638;0,46955;0,47186;0,55777;0,56621;0,44188;0,44169;0,44390;0,44513;0
0,43915;0,04590;0,0425;0,00891;0,0097;0,55503;0,56475;0,37328;0,37930;0,57822;0,58509;0,46050;0,46955;0,55362;0,55777;0,44196;0,44188;0,44257;0,44390;0
0,44974;0,05035;0,0459;0,01241;0,0089;0,59093;0,55503;0,39176;0,37328;0,59605;0,57822;0,46675;0,46050;0,58897;0,55362;0,44241;0,44196;0,44280;0,44257;0
0,45269;0,07011;0,0503;0,01786;0,0124;0,61779;0,59093;0,42514;0,39176;0,60680;0,59605;0,48371;0,46675;0,62110;0,58897;0,44299;0,44241;0,44412;0,44280;0
0,45232;0,07180;0,0701;0,02044;0,0179;0,61477;0,61779;0,42171;0,42514;0,60981;0,60680;0,50052;0,48371;0,62271;0,62110;0,44371;0,44299;0,44676;0,44412;0
0,45392;0,06385;0,0718;0,02169;0,0204;0,62115;0,61477;0,43137;0,42171;0,60572;0,60981;0,48684;0,50052;0,61588;0,62271;0,44461;0,44371;0,44956;0,44676;0
0,45010;0,01521;0,0638;0,02176;0,0217;0,58187;0,62115;0,38633;0,43137;0,60444;0,60572;0,49590;0,48684;0,58308;0,61588;0,44513;0,44461;0,45175;0,44956;0
0,45318;0,01128;0,0152;0,02080;0,0218;0,58220;0,58187;0,37047;0,38633;0,60121;0,60444;0,47679;0,49590;0,57960;0,58308;0,44595;0,44513;0,45244;0,45175;0
0,45207;0,01128;0,0113;0,02144;0,0208;0,58019;0,58220;0,37107;0,37047;0,59798;0,60121;0,45655;0,47679;0,57960;0,57960;0,44647;0,44595;0,45232;0,45244;0
0,44691;0,02711;0,0113;0,02058;0,0214;0,56174;0,58019;0,35623;0,37107;0,58767;0,59798;0,44718;0,45655;0,56781;0,57960;0,44670;0,44647;0,45124;0,45232;0
0,44469;0,03551;0,0271;0,02013;0,0206;0,56610;0,56174;0,38232;0,35623;0,58552;0,58767;0,45014;0,44718;0,56232;0,56781;0,44678;0,44670;0,44939;0,45124;0
0,44531;0,03995;0,0355;0,01912;0,0201;0,55940;0,56610;0,37810;0,38232;0,58316;0,58552;0,44142;0,45014;0,55576;0,56232;0,44694;0,44678;0,44843;0,44939;0
0,44272;0,03540;0,0400;0,01960;0,0191;0,55537;0,55940;0,37690;0,37810;0,57392;0,58316;0,43715;0,44142;0,55884;0,55576;0,44687;0,44694;0,44634;0,44843;0
0,44026;0,02418;0,0354;0,02163;0,0196;0,56274;0,55537;0,39235;0,37690;0,57736;0,57392;0,45310;0,43715;0,56433;0,55884;0,44655;0,44687;0,44398;0,44634;0
0,43669;0,03532;0,0242;0,02520;0,0216;0,55905;0,56274;0,38753;0,39235;0,56468;0,57736;0,42302;0,45310;0,55804;0,56433;0,44627;0,44655;0,44193;0,44398;0
0,43940;0,03246;0,0353;0,02714;0,0252;0,56475;0,55905;0,39497;0,38753;0,56984;0,56468;0,42236;0,42302;0,56152;0,55804;0,44593;0,44627;0,44088;0,44193;0
0,43448;0,03152;0,0325;0,03216;0,0271;0,55837;0,56475;0,39356;0,39497;0,55631;0,56984;0,40348;0,42236;0,56206;0,56152;0,44537;0,44593;0,43871;0,44088;0
0,43497;0,02452;0,0315;0,03545;0,0322;0,56643;0,55837;0,39396;0,39356;0,56168;0,55631;0,41481;0,40348;0,56701;0,56206;0,44468;0,44537;0,43716;0,43871;0
0,43620;0,01690;0,0245;0,03777;0,0354;0,57952;0,56643;0,40402;0,39396;0,57585;0,56168;0,43665;0,41481;0,57504;0,56701;0,44419;0,44468;0,43635;0,43716;0
0,43091;0,02999;0,0169;0,04270;0,0378;0,55769;0,57952;0,38753;0,40402;0,56532;0,57585;0,42958;0,43665;0,56433;0,57504;0,44378;0,44419;0,43519;0,43635;0
0,43546;0,01836;0,0300;0,04439;0,0427;0,58355;0,55769;0,40684;0,38753;0,57456;0,56532;0,44192;0,42958;0,57866;0,56433;0,44356;0,44378;0,43440;0,43519;0
0,43645;0,02063;0,0184;0,04535;0,0444;0,58489;0,58355;0,40282;0,40684;0,55782;0,57456;0,41547;0,44192;0,58334;0,57866;0,44342;0,44356;0,43480;0,43440;0
0,42759;0,03974;0,0206;0,05088;0,0453;0,55735;0,58489;0,37849;0,40282;0,53721;0,55782;0,39152;0,41547;0,56822;0,58334;0,44232;0,44342;0,43332;0,43480;0
0,41959;0,07317;0,0397;0,06037;0,0509;0,54995;0,55735;0,38712;0,37849;0,52390;0,53721;0,37904;0,39152;0,54773;0,56822;0,44066;0,44232;0,43000;0,43332;0
0,42328;0,07976;0,0732;0,06345;0,0604;0,54761;0,54995;0,37024;0,38712;0,52755;0,52390;0,38496;0,37904;0,53608;0,54773;0,43921;0,44066;0,42847;0,43000;0
0,42673;0,06696;0,0798;0,06104;0,0635;0,55433;0,54761;0,37346;0,37024;0,54021;0,52755;0,39561;0,38496;0,55509;0,53608;0,43785;0,43921;0,42673;0,42847;0
0,42500;0,03123;0,0670;0,06062;0,0610;0,57380;0,55433;0,40161;0,37346;0,53185;0,54021;0,39168;0,39561;0,58308;0,55509;0,43659;0,43785;0,42444;0,42673;0
0,42623;0,02789;0,0312;0,05531;0,0606;0,59902;0,57380;0,42116;0,40161;0,53592;0,53185;0,39725;0,39168;0,59727;0,58308;0,43525;0,43659;0,42417;0,42444;0
0,43066;0,02622;0,0279;0,04721;0,0553;0,60103;0,59902;0,42377;0,42116;0,55266;0,53592;0,41793;0,39725;0,59647;0,59727;0,43418;0,43525;0,42638;0,42417;0
0,42586;0,02000;0,0262;0,04366;0,0472;0,57851;0,60103;0,40624;0,42377;0,54814;0,55266;0,41611;0,41793;0,58522;0,59647;0,43312;0,43418;0,42690;0,42638;0
0,42328;0,02622;0,0200;0,04174;0,0437;0,57616;0,57851;0,39316;0,40624;0,54256;0,54814;0,41365;0,41611;0,57678;0,58522;0,43205;0,43312;0,42621;0,42690;0
0,43165;0,03508;0,0262;0,03539;0,0417;0,59565;0,57616;0,38974;0,39316;0,56167;0,54256;0,43534;0,41365;0,58468;0,57678;0,43137;0,43205;0,42754;0,42621;0
0,43091;0,03719;0,0351;0,03024;0,0354;0,58153;0,59565;0,38009;0,38974;0,56468;0,56167;0,43501;0,43534;0,58776;0,58468;0,43078;0,43137;0,42847;0,42754;0
0,43312;0,04288;0,0372;0,02666;0,0302;0,60069;0,58153;0,40504;0,38009;0,57478;0,56468;0,45244;0,43501;0,60503;0,58776;0,43042;0,43078;0,42897;0,42847;0
0,43374;0,04315;0,0429;0,02541;0,0267;0,60943;0,60069;0,41168;0,40504;0,57112;0,57478;0,44570;0,45244;0,60530;0,60503;0,43028;0,43042;0,43054;0,42897;0
0,43374;0,00956;0,0431;0,02210;0,0254;0,58657;0,60943;0,38633;0,41168;0,57972;0,57112;0,46264;0,44570;0,58857;0,60530;0,42999;0,43028;0,43263;0,43054;0
0,43128;0,01046;0,0096;0,02120;0,0221;0,58187;0,58657;0,39196;0,38633;0,57456;0,57972;0,45458;0,46264;0,58241;0,58857;0,42983;0,42999;0,43256;0,43263;0
0,43288;0,00636;0,0105;0,02036;0,0212;0,58019;0,58187;0,37949;0,39196;0,57520;0,57456;0,44422;0,45458;0,57772;0,58241;0,42973;0,42983;0,43295;0,43256;0
0,43337;0,00655;0,0064;0,01891;0,0204;0,57985;0,58019;0,37406;0,37949;0,58531;0,57520;0,46002;0,44422;0,57919;0,57772;0,42959;0,42973;0,43300;0,43295;0
0,43448;0,00852;0,0066;0,01999;0,0189;0,58288;0,57985;0,38954;0,37406;0,57929;0,58531;0,44833;0,46002;0,58482;0,57919;0,42976;0,42959;0,43315;0,43300;0
0,43891;0,02786;0,0085;0,02242;0,0200;0,60169;0,58288;0,40362;0,38954;0,58531;0,57929;0,46577;0,44833;0,59928;0,58482;0,42994;0,42976;0,43418;0,43315;0
0,44444;0,05086;0,0279;0,02956;0,0224;0,61244;0,60169;0,41106;0,40362;0,61048;0,58531;0,50088;0,46577;0,61213;0,59928;0,43034;0,42994;0,43682;0,43418;0
0,44198;0,04926;0,0509;0,03411;0,0296;0,60437;0,61244;0,40644;0,41106;0,62018;0,61048;0,51857;0,50088;0,61052;0,61213;0,43106;0,43034;0,43864;0,43682;0
0,43866;0,03801;0,0493;0,03060;0,0341;0,59228;0,60437;0,39739;0,40644;0,60790;0,62018;0,50634;0,51857;0,59339;0,61052;0,43201;0,43106;0,43969;0,43864;0
0,42771;0,06830;0,0380;0,02822;0,0306;0,55031;0,59228;0,36101;0,39739;0,58273;0,60790;0,47731;0,50634;0,55027;0,59339;0,43223;0,43201;0,43834;0,43969;0
0,42943;0,08091;0,0683;0,02727;0,0282;0,53992;0,55031;0,34838;0,36101;0,58875;0,58273;0,48835;0,47731;0,53274;0,55027;0,43237;0,43223;0,43645;0,43834;0
0,43497;0,06399;0,0809;0,02500;0,0273;0,56173;0,53992;0,36624;0,34838;0,59628;0,58875;0,49099;0,48835;0,55563;0,53274;0,43287;0,43237;0,43455;0,43645;0
0,43165;0,04520;0,0640;0,02301;0,0250;0,56172;0,56173;0,37347;0,36624;0,58273;0,59628;0,46775;0,49099;0,57357;0,55563;0,43314;0,43287;0,43248;0,43455;0
0,43263;0,02712;0,0452;0,02273;0,0230;0,59430;0,56172;0,41812;0,37347;0,59284;0,58273;0,47897;0,46775;0,59406;0,57357;0,43323;0,43314;0,43128;0,43248;0
0,43263;0,01773;0,0271;0,02004;0,0227;0,58960;0,59430;0,42153;0,41812;0,59736;0,59284;0,48672;0,47897;0,58535;0,59406;0,43357;0,43323;0,43226;0,43128;0
0,43472;0,01145;0,0177;0,01412;0,0200;0,58019;0,58960;0,40282;0,42153;0,58638;0,59736;0,46364;0,48672;0,58147;0,58535;0,43415;0,43357;0,43332;0,43226;0
0,43559;0,01361;0,0114;0,01384;0,0141;0,59161;0,58019;0,40966;0,40282;0,58918;0,58638;0,46348;0,46364;0,59178;0,58147;0,43434;0,43415;0,43344;0,43332;0
0,43620;0,01381;0,0136;0,01327;0,0138;0,59060;0,59161;0,38954;0,40966;0,58638;0,58918;0,45360;0,46348;0,59191;0,59178;0,43461;0,43434;0,43435;0,43344;0
0,43485;0,01027;0,0138;0,01313;0,0133;0,58691;0,59060;0,39015;0,38954;0,58294;0,58638;0,45376;0,45360;0,58736;0,59191;0,43469;0,43461;0,43480;0,43435;0
0,43300;0,00859;0,0103;0,01325;0,0131;0,57616;0,58691;0,38934;0,39015;0,57972;0,58294;0,44471;0,45376;0,57638;0,58736;0,43466;0,43469;0,43487;0,43480;0
0,43731;0,01326;0,0086;0,01357;0,0132;0,58556;0,57616;0,38814;0,38934;0,59155;0,57972;0,45771;0,44471;0,58120;0,57638;0,43483;0,43466;0,43539;0,43487;0
0,43891;0,02078;0,0133;0,01363;0,0136;0,58825;0,58556;0,39035;0,38814;0,59154;0,59155;0,45722;0,45771;0,58950;0,58120;0,43522;0,43483;0,43605;0,43539;0
0,43768;0,02212;0,0208;0,01360;0,0136;0,58859;0,58825;0,39276;0,39035;0,58853;0,59154;0,44718;0,45722;0,59352;0,58950;0,43546;0,43522;0,43635;0,43605;0
0,43915;0,02325;0,0221;0,01404;0,0136;0,59766;0,58859;0,40463;0,39276;0,58918;0,58853;0,45228;0,44718;0,59472;0,59352;0,43575;0,43546;0,43721;0,43635;0
0,43743;0,00474;0,0232;0,01409;0,0140;0,58120;0,59766;0,38914;0,40463;0,57843;0,58918;0,43945;0,45228;0,58147;0,59472;0,43589;0,43575;0,43810;0,43721;0
0,43792;0,00357;0,0047;0,01380;0,0141;0,57818;0,58120;0,38573;0,38914;0,56962;0,57843;0,41349;0,43945;0,57852;0,58147;0,43584;0,43589;0,43822;0,43810;0
0,43780;0,00248;0,0036;0,00932;0,0138;0,58120;0,57818;0,38733;0,38573;0,57370;0,56962;0,40920;0,41349;0,57986;0,57852;0,43551;0,43584;0,43800;0,43822;0
0,43792;0,00225;0,0025;0,00677;0,0093;0,57750;0,58120;0,37970;0,38733;0,57972;0,57370;0,42317;0,40920;0,57866;0,57986;0,43531;0,43551;0,43805;0,43800;0
0,43620;0,00315;0,0022;0,00598;0,0068;0,57750;0,57750;0,38955;0,37970;0,59585;0,57972;0,45475;0,42317;0,57826;0,57866;0,43519;0,43531;0,43746;0,43805;0
0,43866;0,00517;0,0032;0,00200;0,0060;0,58288;0,57750;0,39457;0,38955;0,59714;0,59585;0,45113;0,45475;0,58080;0,57826;0,43573;0,43519;0,43770;0,43746;0
0,43152;0,02786;0,0052;0,00000;0,0020;0,56374;0,58288;0,38130;0,39457;0,57499;0,59714;0,42843;0,45113;0,56808;0,58080;0,43584;0,43573;0,43642;0,43770;0
0,43054;0,03749;0,0279;0,00236;0,0000;0,56071;0,56374;0,38170;0,38130;0,57907;0,57499;0,44191;0,42843;0,55978;0,56808;0,43562;0,43584;0,43497;0,43642;0
0,43091;0,03668;0,0375;0,00290;0,0024;0,56642;0,56071;0,38512;0,38170;0,57800;0,57907;0,43336;0,44191;0,56058;0,55978;0,43558;0,43562;0,43357;0,43497;0
0,42020;0,07046;0,0367;0,01717;0,0029;0,53050;0,56642;0,36040;0,38512;0,55929;0,57800;0,41560;0,43336;0,54010;0,56058;0,43496;0,43558;0,43037;0,43357;0
0,42057;0,06160;0,0705;0,02639;0,0172;0,55096;0,53050;0,38411;0,36040;0,55629;0,55929;0,42168;0,41560;0,54586;0,54010;0,43435;0,43496;0,42675;0,43037;1
0,41565;0,07297;0,0616;0,03900;0,0264;0,54021;0,55096;0,37947;0,38411;0,54618;0,55629;0,41182;0,42168;0,53729;0,54586;0,43340;0,43435;0,42358;0,42675;1
0,42513;0,06111;0,0730;0,04095;0,0390;0,56507;0,54021;0,39095;0,37947;0,56166;0,54618;0,42580;0,41182;0,56340;0,53729;0,43288;0,43340;0,42249;0,42358;1
0,45872;0,19535;0,0611;0,05918;0,0410;0,68610;0,56507;0,48504;0,39095;0,62271;0,56166;0,47514;0,42580;0,66970;0,56340;0,43400;0,43288;0,42805;0,42249;1
0,44814;0,21007;0,1954;0,06392;0,0592;0,65617;0,68610;0,45480;0,48504;0,60745;0,62271;0,46594;0,47514;0,68778;0,66970;0,43467;0,43400;0,43364;0,42805;1
0,44481;0,19717;0,2101;0,06615;0,0639;0,66057;0,65617;0,46390;0,45480;0,59412;0,60745;0,44668;0,46594;0,66943;0,68778;0,43526;0,43467;0,43849;0,43364;1
0,44592;0,13458;0,1972;0,06861;0,0662;0,63766;0,66057;0,43523;0,46390;0,59326;0,59412;0,44602;0,44668;0,61106;0,66943;0,43569;0,43526;0,44454;0,43849;1
0,44641;0,05991;0,1346;0,07092;0,0686;0,54733;0,63766;0,30892;0,43523;0,59627;0,59326;0,45063;0,44602;0,55175;0,61106;0,43606;0,43569;0,44880;0,44454;1
0,44469;0,01087;0,0599;0,07246;0,0709;0,57147;0,54733;0,34115;0,30892;0,59068;0,59627;0,44586;0,45063;0,57518;0,55175;0,43642;0,43606;0,44599;0,44880;1
0,44555;0,00317;0,0109;0,07408;0,0725;0,58288;0,57147;0,34534;0,34115;0,59519;0,59068;0,45754;0,44586;0,58120;0,57518;0,43674;0,43642;0,44548;0,44599;1
0,44555;0,00202;0,0032;0,07567;0,0741;0,57985;0,58288;0,35720;0,34534;0,59433;0,59519;0,46363;0,45754;0,57919;0,58120;0,43714;0,43674;0,44563;0,44548;1
0,45035;0,02039;0,0020;0,07915;0,0757;0,59160;0,57985;0,41828;0,35720;0,60293;0,59433;0,46709;0,46363;0,59044;0,57919;0,43776;0,43714;0,44651;0,44563;1
0,44727;0,02066;0,0204;0,08090;0,0791;0,58791;0,59160;0,40160;0,41828;0,59734;0,60293;0,45820;0,46709;0,59178;0,59044;0,43824;0,43776;0,44668;0,44651;1
0,44887;0,01890;0,0207;0,08305;0,0809;0,58992;0,58791;0,39598;0,40160;0,60315;0,59734;0,45029;0,45820;0,59004;0,59178;0,43878;0,43824;0,44752;0,44668;1
0,44740;0,01556;0,0189;0,08425;0,0830;0,58590;0,58992;0,39537;0,39598;0,59627;0,60315;0,44405;0,45029;0,58334;0,59004;0,43934;0,43878;0,44789;0,44752;1
0,44543;0,01602;0,0156;0,08492;0,0843;0,56744;0,58590;0,37730;0,39537;0,60531;0,59627;0,46792;0,44405;0,57036;0,58334;0,43968;0,43934;0,44787;0,44789;1
0,44678;0,00901;0,0160;0,08438;0,0849;0,57952;0,56744;0,38673;0,37730;0,60939;0,60531;0,46792;0,46792;0,57611;0,57036;0,44045;0,43968;0,44715;0,44787;1
0,44777;0,00937;0,0090;0,08321;0,0844;0,57784;0,57952;0,38453;0,38673;0,61047;0,60939;0,46956;0,46792;0,57786;0,57611;0,44131;0,44045;0,44725;0,44715;1
0,44838;0,00768;0,0094;0,08175;0,0832;0,58355;0,57784;0,39035;0,38453;0,63029;0,61047;0,49910;0,46956;0,58562;0,57786;0,44218;0,44131;0,44715;0,44725;1
0,44518;0,01090;0,0077;0,07106;0,0818;0,58019;0,58355;0,39939;0,39035;0,62405;0,63029;0,49662;0,49910;0,58214;0,58562;0,44343;0,44218;0,44671;0,44715;1
0,44580;0,01002;0,0109;0,05786;0,0711;0,57818;0,58019;0,39095;0,39939;0,63375;0,62405;0,51182;0,49662;0,57598;0,58214;0,44469;0,44343;0,44678;0,44671;1
0,44186;0,02429;0,0100;0,03052;0,0579;0,56476;0,57818;0,38392;0,39095;0,61027;0,63375;0,48194;0,51182;0,56527;0,57598;0,44600;0,44469;0,44580;0,44678;1
0,44284;0,02429;0,0243;0,00837;0,0305;0,56576;0,56476;0,38111;0,38392;0,55333;0,61027;0,39170;0,48194;0,56527;0,56527;0,44689;0,44600;0,44481;0,44580;1
0,43928;0,02503;0,0243;0,00042;0,0084;0,56475;0,56576;0,38251;0,38111;0,56555;0,55333;0,41268;0,39170;0,56487;0,56527;0,44591;0,44689;0,44299;0,44481;1
0,43522;0,04056;0,0250;0,00838;0,0004;0,55200;0,56475;0,37608;0,38251;0,56425;0,56555;0,42187;0,41268;0,55509;0,56487;0,44527;0,44591;0,44100;0,44299;1
